CustomerID,FirstName,LastName,Gender,Age,Email,Phone,City,Country,Occupation,AnnualIncome,MembershipType,CustomerStatus,PreferredPaymentMethod,TotalOrders,TotalSpent,JoinDate,LastPurchaseDate
CUST04663,Joshua,Contreras,Female,63,chelseyray@nelson-mcintyre.org,808-829-5455x81116,South Arthurborough,Germany,Communications engineer,39417,Gold,Pending,Bank Transfer,40,12171.78,2022-12-31,2023-03-07
CUST04664,Robert,Vaughn,Male,67,singletonzachary@skinner.com,4175317964,Tuckerburgh,Iceland,Systems analyst,25364,Platinum,Inactive,Bank Transfer,13,426.3,2023-10-06,2026-07-02
CUST04665,Jennifer,Murphy,Female,58,waltonadam@yahoo.com,(432)374-7374x375,Port Marissaside,Sweden,Tourism officer,87846,Gold,Pending,Bank Transfer,80,11880.58,2022-08-29,2025-04-10
CUST04666,Robert,Hurley,Female,50,jennifer38@holloway-jacobson.com,+1-807-885-1448x776,Lake Allisonport,Belize,Energy engineer,92731,Gold,Inactive,Cash,25,16697.6,2026-02-04,2027-01-28
CUST04667,James,Bailey,Male,57,wnunez@yahoo.com,941-094-6490x7310,Johnsonshire,Monaco,"Librarian, academic",40907,Platinum,Active,Mobile Banking,94,1737.07,2021-10-25,2022-06-04
CUST04668,James,Carroll,Male,39,kschneider@gmail.com,833-248-3007,Tannerfurt,Azerbaijan,Press sub,112049,Silver,Inactive,Card,33,2892.18,2024-07-21,2026-11-21
CUST04669,Kayla,Snyder,Male,70,jeremy55@hotmail.com,906-167-0023,New Dustin,Bahamas,Museum education officer,83108,Platinum,Pending,Cash,75,17000.62,2025-04-05,2026-08-02
CUST04670,Jennifer,Benjamin,Male,32,catherine73@hotmail.com,969-345-3102x52949,Youngview,Zimbabwe,"Engineer, maintenance",79092,Silver,Active,Mobile Banking,55,3145.24,2024-12-02,2026-02-12
CUST04671,Wendy,Walsh,Female,64,jillwilliams@west.com,(988)836-8330x6196,Aaronfurt,Luxembourg,Nutritional therapist,119530,Platinum,Inactive,Bank Transfer,96,15868.26,2022-05-25,2024-11-06
CUST04672,Gavin,Young,Male,40,donnaalvarado@bridges.net,001-081-620-6169x7028,Lake Alyssaport,Palau,Speech and language therapist,30396,Silver,Inactive,Bank Transfer,10,3889.38,2021-12-08,2022-08-14
CUST04673,Jack,Rich,Male,29,gomezamanda@jackson.com,001-380-636-9161,Joshuahaven,Guam,"Engineer, water",83488,Platinum,Active,Mobile Banking,26,353.11,2022-05-24,2023-02-09
CUST04674,Anthony,Lee,Female,40,udavis@ruiz.biz,200-142-8184,Greeneville,Kuwait,Dietitian,100677,Platinum,Active,Mobile Banking,69,8304.94,2021-08-09,2022-11-29
CUST04675,Kathleen,Arnold,Female,26,alec91@hotmail.com,(977)860-1354x394,Stevenburgh,Syrian Arab Republic,Operational investment banker,113777,Silver,Inactive,Card,82,7479.37,2024-12-09,2026-01-25
CUST04676,Whitney,Jenkins,Male,65,xlee@yahoo.com,+1-867-003-2924x0438,Jessicaburgh,Slovenia,Mining engineer,104033,Silver,Pending,Cash,49,16784.37,2023-10-18,2026-03-10
CUST04677,Sarah,Horne,Female,50,brianpineda@hotmail.com,+1-488-095-4910,Stephanieberg,India,Writer,96122,Gold,Pending,Mobile Banking,12,5656.97,2021-06-27,2024-01-23
CUST04678,Nicole,Alvarado,Female,57,tracy66@gmail.com,(361)831-3592,Johnsonton,Norfolk Island,"Conservator, museum/gallery",83089,Gold,Inactive,Cash,78,12429.5,2023-12-11,2024-07-26
CUST04679,Elizabeth,Hawkins,Male,65,pclark@miller-rodriguez.com,+1-880-178-6240x1631,West Anthony,Malawi,Waste management officer,78175,Platinum,Active,Mobile Banking,64,17974.98,2023-03-06,2025-11-05
CUST04680,Tammy,Anderson,Female,21,waltersbrooke@gmail.com,(959)584-6170x2782,Port Elainefurt,Jamaica,Conference centre manager,90629,Gold,Pending,Mobile Banking,60,15999.22,2021-09-04,2022-08-14
CUST04681,Kyle,Schmidt,Male,36,mwang@yahoo.com,(459)677-2043x13518,Butlerberg,Oman,Music therapist,20471,Gold,Pending,Bank Transfer,54,2786.4,2025-06-11,2026-05-25
CUST04682,Alexandria,Turner,Male,55,shawrandy@yahoo.com,7109008223,West Steventown,Zambia,"Administrator, local government",38911,Silver,Pending,Mobile Banking,77,7103.31,2025-03-03,2027-03-05
CUST04683,Francisco,Fox,Male,33,jilliantaylor@terry-howell.com,+1-222-166-1911x43957,Michellefurt,Luxembourg,Surgeon,28841,Silver,Inactive,Cash,29,15819.33,2025-09-26,2025-10-22
CUST04684,Reginald,Camacho,Female,27,austin92@gmail.com,233.033.2354,East Chadfurt,China,Environmental health practitioner,27716,Platinum,Inactive,Card,17,8148.03,2023-04-26,2025-08-31
CUST04685,Sharon,Young,Female,69,gary05@conway.com,001-142-692-4437,South Kristen,Iceland,Secretary/administrator,28968,Platinum,Pending,Card,42,13250.83,2024-10-09,2025-10-10
CUST04686,Natalie,Martin,Female,37,shellymason@rivera.net,563-553-5031x35558,Brownville,Korea,Pensions consultant,82056,Silver,Pending,Card,77,12516.72,2024-06-21,2025-04-04
CUST04687,Colleen,Booker,Female,51,jessica92@gmail.com,001-093-417-1089x16067,South Shane,Papua New Guinea,"Engineer, structural",117108,Gold,Inactive,Bank Transfer,90,10325.32,2023-05-18,2024-03-22
CUST04688,Tony,Costa,Male,32,sheri23@yahoo.com,001-157-706-1382,Cindyfurt,Kenya,Television production assistant,129571,Platinum,Pending,Bank Transfer,27,10691.24,2023-12-22,2026-07-18
CUST04689,Megan,Jackson,Male,44,karenmercado@yahoo.com,949.860.1893x6944,Lindsayberg,Dominica,Passenger transport manager,21768,Platinum,Inactive,Bank Transfer,43,16505.84,2022-07-30,2024-12-06
CUST04690,Jason,Harmon,Female,40,kimberly09@dixon-glover.biz,+1-323-502-2885x96097,Coxport,Seychelles,Research scientist (medical),106456,Gold,Active,Mobile Banking,76,14915.96,2021-08-18,2021-08-27
CUST04691,Rita,Payne,Male,25,gcampbell@watson.net,5456654426,Mccormickport,Peru,Trading standards officer,59672,Silver,Inactive,Card,10,12180.53,2025-01-19,2027-10-16
CUST04692,Terry,Turner,Female,38,wwilliams@yahoo.com,373.947.6868x2987,West Brittneyfurt,Finland,Teaching laboratory technician,40962,Platinum,Inactive,Card,72,7383.94,2023-08-25,2026-01-08
CUST04693,Robert,Ibarra,Male,29,cookjonathan@guerrero.com,463-417-6141,South Zachary,Turkey,"Scientist, research (medical)",60351,Gold,Active,Cash,75,13285.59,2023-07-24,2023-12-15
CUST04694,Mary,Carroll,Female,67,vberry@hotmail.com,(918)342-4851,Mcdonaldmouth,Timor-Leste,Naval architect,51075,Silver,Active,Bank Transfer,83,4437.51,2024-04-03,2025-05-24
CUST04695,Dana,Strickland,Female,27,leah35@johnson.biz,(139)995-6229x3698,East Robertport,Western Sahara,Photographer,93664,Silver,Pending,Mobile Banking,55,15092.82,2023-12-05,2026-07-25
CUST04696,Brian,Thompson,Male,39,markkelly@james.org,608-458-4855x335,East William,Senegal,Amenity horticulturist,20429,Gold,Inactive,Mobile Banking,17,11016.93,2026-01-04,2027-02-17
CUST04697,David,Barker,Male,70,brookenash@hotmail.com,730-304-2560x8822,Cruzview,United Kingdom,Horticultural consultant,60224,Silver,Active,Bank Transfer,5,10215.67,2023-04-24,2024-01-11
CUST04698,Maria,Holmes,Female,38,brad97@hotmail.com,474.175.2662,South Crystalland,Kuwait,Public relations officer,129459,Silver,Inactive,Cash,65,13305.09,2023-06-05,2024-02-24
CUST04699,Karen,Rodriguez,Male,46,khardy@carr.biz,748.280.8037x973,Port Shane,Timor-Leste,"Editor, magazine features",115951,Gold,Pending,Cash,41,3942.84,2025-01-29,2027-09-15
CUST04700,Shawna,Brown,Female,62,griffithrachel@hotmail.com,001-091-588-3575x554,Port Leonardshire,Nepal,"Conservator, museum/gallery",121248,Gold,Pending,Cash,32,7416.95,2022-04-12,2024-05-14
CUST04701,Paul,Sullivan,Male,51,james25@love-berg.com,(302)925-9734x6198,West Coltonfurt,Dominican Republic,Industrial/product designer,78413,Silver,Active,Card,35,18292.73,2025-08-24,2027-04-29
CUST04702,Tiffany,Dawson,Male,43,morrisonjeffrey@brooks-miller.net,001-619-740-8229x4442,Lake Michaelbury,Jersey,Drilling engineer,46221,Silver,Pending,Mobile Banking,89,137.26,2026-02-14,2027-04-18
CUST04703,Donald,Miller,Male,46,taylorwilliams@everett.org,075.925.4820,Nancytown,Serbia,"Geneticist, molecular",63147,Silver,Inactive,Cash,21,1677.82,2023-06-06,2024-08-04
CUST04704,Cheryl,Hall,Female,61,judithfernandez@gmail.com,933.036.7174x24092,Arnoldville,Saint Vincent and the Grenadines,Multimedia specialist,134408,Gold,Active,Cash,67,14527.03,2026-03-03,2027-09-03
CUST04705,Lawrence,Barrett,Male,43,rcrane@gmail.com,788-504-0104x016,Cruzberg,Georgia,Secretary/administrator,128369,Platinum,Pending,Mobile Banking,40,18068.89,2021-08-10,2022-10-01
CUST04706,Isabella,Lewis,Male,61,lancebenson@gmail.com,394-352-1962,Cherylfurt,Guinea,"Engineer, control and instrumentation",100216,Gold,Pending,Mobile Banking,36,8420.97,2022-04-05,2023-06-25
CUST04707,Edward,Brooks,Female,58,pamela47@young-johnson.info,001-844-902-8681,Brandonside,Angola,"Nurse, learning disability",144377,Silver,Active,Card,56,15345.0,2022-05-21,2023-12-22
CUST04708,Stephanie,Santos,Female,54,andrew21@hotmail.com,(447)080-4551,Wintersburgh,Saudi Arabia,"Designer, multimedia",33952,Gold,Inactive,Cash,50,18079.93,2021-12-26,2024-04-30
CUST04709,Edwin,Henderson,Male,30,emilybennett@gmail.com,230.602.3182,Smithfurt,Niger,Financial trader,42903,Platinum,Active,Bank Transfer,20,12337.08,2023-06-23,2024-03-16
CUST04710,Paul,Ferguson,Male,31,lukechen@yahoo.com,286.151.3181,Jamesberg,Liechtenstein,Soil scientist,86602,Silver,Pending,Cash,12,1509.9,2024-07-18,2026-12-13
CUST04711,Arthur,Moore,Male,44,troybrown@griffin-ford.com,(986)405-3245,Liuhaven,Burkina Faso,IT technical support officer,47340,Platinum,Pending,Bank Transfer,85,4199.81,2021-10-18,2022-12-06
CUST04712,Matthew,Gordon,Female,48,ewallace@pittman.com,+1-759-175-7932,Parkerview,Reunion,Higher education lecturer,65780,Gold,Active,Card,89,4268.37,2024-03-20,2024-12-24
CUST04713,Oscar,Turner,Male,70,erika56@yahoo.com,491.663.8205,Sabrinaburgh,Azerbaijan,"Development worker, community",60287,Silver,Active,Bank Transfer,93,10925.99,2021-05-28,2022-10-25
CUST04714,Christian,Barrett,Male,49,martinezjames@gmail.com,346.366.8816,Millershire,Uganda,"Embryologist, clinical",83821,Gold,Inactive,Mobile Banking,5,14019.04,2025-03-21,2025-12-06
CUST04715,Laura,Hernandez,Male,32,kristin32@powell-crane.info,(775)637-6376x0255,North Colin,Thailand,Lexicographer,136778,Platinum,Pending,Card,24,6076.78,2022-06-24,2022-12-09
CUST04716,Gilbert,Mata,Male,65,jonhouston@cox.org,212-042-5607x390,Austinshire,Gabon,Financial controller,60862,Gold,Pending,Card,63,15019.78,2022-06-12,2023-10-28
CUST04717,William,Johnson,Male,26,annalara@hotmail.com,765.131.5756x570,Rodriguezberg,Taiwan,Garment/textile technologist,48339,Gold,Active,Card,33,13643.18,2023-01-10,2023-04-27
CUST04718,Steven,Pierce,Male,30,ghamilton@yahoo.com,6612529788,West Anthony,Dominican Republic,Probation officer,139455,Platinum,Active,Mobile Banking,27,2788.37,2021-10-13,2022-09-08
CUST04719,Anna,Brown,Female,35,ksanders@hotmail.com,161-294-6256x55126,North Courtneyshire,Jordan,Oceanographer,26364,Gold,Active,Mobile Banking,70,14667.33,2023-07-02,2025-03-17
CUST04720,Gary,Fisher,Male,55,clinedaniel@fernandez-smith.info,038.202.3530x12060,Castrostad,Uganda,Acupuncturist,65369,Platinum,Active,Cash,21,12840.17,2022-01-04,2022-10-03
CUST04721,Lisa,Gill,Female,51,rbennett@gmail.com,(346)104-0841,East Kathy,Sri Lanka,Health visitor,118366,Platinum,Inactive,Cash,74,19908.24,2024-09-06,2025-05-03
CUST04722,Kevin,Daniels,Female,31,benjamin01@gmail.com,001-773-077-1057x140,New Karenberg,American Samoa,Chief Strategy Officer,38279,Gold,Pending,Cash,29,4198.42,2022-03-23,2023-10-12
CUST04723,Meredith,Anderson,Male,41,shawn08@hopkins-williams.com,1132868059,Julieborough,Fiji,Lexicographer,54069,Gold,Inactive,Cash,43,16304.76,2025-05-11,2026-12-25
CUST04724,Eric,Ward,Male,37,benjaminbarker@hotmail.com,001-980-125-3135,South Cheyenne,Venezuela,Sports coach,56388,Platinum,Inactive,Mobile Banking,55,11478.65,2025-06-14,2026-04-01
CUST04725,Nicholas,Hunt,Female,56,larry86@hall.com,(861)660-8861x8141,Curtisville,Northern Mariana Islands,"Production designer, theatre/television/film",63786,Platinum,Inactive,Cash,46,16072.1,2025-11-10,2026-09-19
CUST04726,Crystal,Hernandez,Female,46,kristenpatterson@gmail.com,142-028-4338,Delgadostad,Botswana,"Horticulturist, commercial",81228,Silver,Pending,Card,32,14036.8,2023-06-01,2025-07-28
CUST04727,Kevin,Hayes,Female,64,wpark@hotmail.com,067.665.5562,Mariafurt,Western Sahara,"Engineer, communications",99279,Platinum,Inactive,Card,10,13855.37,2026-02-15,2028-05-05
CUST04728,Douglas,Alexander,Female,22,maryward@hotmail.com,001-151-881-4531x366,South Ronaldview,Bangladesh,General practice doctor,59167,Silver,Inactive,Card,4,8970.9,2024-05-26,2026-12-21
CUST04729,Joyce,Mclaughlin,Female,20,jacob53@long-bernard.biz,218-755-2985x82815,Caseyview,Bahamas,Customer service manager,67966,Platinum,Pending,Card,1,1345.76,2025-05-02,2026-04-02
CUST04730,Crystal,Vang,Male,36,stephencannon@burgess-walker.com,(964)010-4629x529,Lake Amber,South Africa,Warden/ranger,143210,Gold,Active,Card,28,13747.31,2021-12-12,2022-02-05
CUST04731,Rebecca,Smith,Female,62,thuber@yahoo.com,7129438334,Jenniferside,Haiti,"Engineer, energy",145018,Gold,Inactive,Bank Transfer,17,8884.02,2025-07-14,2026-07-20
CUST04732,Sarah,Soto,Female,50,wking@roberts-guzman.org,(296)517-6409x099,Phillipsland,South Georgia and the South Sandwich Islands,Teaching laboratory technician,58826,Silver,Inactive,Bank Transfer,75,3809.53,2024-06-13,2026-02-03
CUST04733,Colleen,Underwood,Female,38,wilsonmelinda@hotmail.com,712.719.1931,Lake Aprilview,Congo,Cartographer,64308,Platinum,Active,Cash,3,10748.68,2025-10-01,2027-02-21
CUST04734,Zachary,Robertson,Male,63,ethanellis@duran-glover.com,193-393-7705,Albertmouth,Martinique,"Surveyor, minerals",65045,Platinum,Inactive,Bank Transfer,20,15925.23,2022-03-15,2023-12-16
CUST04735,Joan,Clark,Male,38,brownkarina@scott.com,296.837.7773x041,Robinsontown,Indonesia,Marketing executive,72272,Gold,Active,Mobile Banking,74,19302.85,2025-05-15,2027-12-19
CUST04736,Eric,Wang,Female,69,rebeccamoore@jones.biz,667-948-2407x0599,West Garrettland,United States Virgin Islands,Illustrator,59029,Silver,Active,Cash,81,7781.79,2022-09-01,2022-11-27
CUST04737,Christopher,Thomas,Female,64,nwilliams@murphy-little.com,+1-616-945-3734,Meganview,Guam,Air cabin crew,114844,Platinum,Inactive,Cash,52,12217.61,2022-03-31,2022-07-19
CUST04738,Sandra,Francis,Male,55,robert02@gmail.com,+1-371-251-1636,East Judith,South Africa,Hydrographic surveyor,82393,Platinum,Pending,Cash,89,5829.76,2023-07-25,2025-09-28
CUST04739,Justin,Hahn,Male,24,osbornnicole@hotmail.com,517-558-3140,West Billy,Chile,Seismic interpreter,97682,Platinum,Pending,Card,40,6830.45,2022-08-07,2025-04-29
CUST04740,Christopher,Simmons,Male,49,turnerdiana@gmail.com,+1-755-661-9791x891,Jacksonton,Hong Kong,"Scientist, marine",110448,Silver,Inactive,Card,78,4591.52,2024-01-29,2025-03-06
CUST04741,Michael,Brown,Female,23,hallandrew@hotmail.com,(459)660-7718x427,South Nicolechester,Egypt,Dance movement psychotherapist,91003,Silver,Inactive,Card,28,2670.17,2021-07-05,2023-02-06
CUST04742,Melissa,Phillips,Male,50,bfox@yahoo.com,(522)053-8438x898,Port Victoria,Korea,Fitness centre manager,32396,Platinum,Active,Bank Transfer,42,419.95,2022-10-02,2024-06-12
CUST04743,Brett,Smith,Female,25,martinchristina@yahoo.com,(895)508-3662,Andrewchester,Algeria,Occupational therapist,48206,Platinum,Pending,Cash,83,11258.55,2026-02-27,2026-12-30
CUST04744,Elizabeth,Arias,Male,67,nathanielcampbell@woods-chan.com,(760)002-1824,Amandamouth,Cambodia,Emergency planning/management officer,76183,Silver,Active,Mobile Banking,95,7334.59,2024-08-17,2024-11-18
CUST04745,Jacqueline,Wilson,Male,22,mirandastone@bass-lee.com,(843)459-8211x7323,Alexandraview,Japan,"Radiographer, diagnostic",52216,Silver,Active,Cash,86,2065.82,2023-02-16,2025-04-22
CUST04746,Dustin,Maynard,Male,49,urobinson@thompson-brown.biz,001-455-046-4694,Reynoldsfurt,Comoros,"Lecturer, higher education",130391,Gold,Active,Bank Transfer,92,4186.4,2022-03-13,2022-10-06
CUST04747,Aaron,Haney,Male,31,katherine09@anderson-holt.com,797-221-2875,New Jeffrey,Mayotte,Biomedical engineer,129776,Silver,Inactive,Cash,63,7271.9,2022-02-04,2023-09-24
CUST04748,Steven,Kirk,Female,23,javier90@hotmail.com,463-317-4674x45910,East Kristina,Japan,Dentist,133556,Silver,Inactive,Cash,44,14094.33,2023-10-19,2024-08-22
CUST04749,Debbie,Jefferson,Male,33,olsonsierra@gmail.com,+1-773-565-3195,North Jaimestad,Botswana,Product designer,27046,Platinum,Pending,Card,20,12146.8,2025-09-26,2026-01-04
CUST04750,Dorothy,Smith,Male,43,amanda04@wilcox.com,860.919.3554x0571,South Cynthiatown,Wallis and Futuna,Legal executive,42333,Platinum,Active,Bank Transfer,54,5210.36,2022-04-11,2024-02-17
CUST04751,Jerry,Hanson,Female,32,jacqueline94@yahoo.com,8070176632,South Timothytown,Fiji,Television/film/video producer,100755,Silver,Active,Mobile Banking,2,10493.18,2024-11-11,2025-04-21
CUST04752,Eric,West,Female,40,elizabethperry@yahoo.com,959-295-7033x94176,Abbottstad,Saudi Arabia,Housing manager/officer,41250,Platinum,Inactive,Cash,31,9585.61,2026-02-28,2027-07-20
CUST04753,Melvin,Gilbert,Male,22,owilliams@scott.net,(940)725-3623x842,Beverlyton,Gibraltar,Colour technologist,35478,Silver,Pending,Cash,53,11527.25,2022-03-30,2024-10-31
CUST04754,Adam,White,Male,46,kendra39@yahoo.com,001-789-328-2818x2487,West Rickyfort,Andorra,Public librarian,46472,Silver,Active,Bank Transfer,53,8564.69,2023-01-19,2025-08-03
CUST04755,Katherine,Gonzalez,Female,67,michaelataylor@lynn-flores.com,+1-902-098-2788x3540,New Alejandroport,Reunion,Jewellery designer,117061,Silver,Pending,Cash,50,4976.94,2024-12-16,2026-10-16
CUST04756,Luke,Phillips,Male,46,joelhoffman@williams.com,001-877-662-5195x42756,Lake Andrewbury,Guadeloupe,Electrical engineer,129465,Platinum,Pending,Mobile Banking,91,18243.78,2025-07-02,2027-12-25
CUST04757,Justin,Riley,Male,60,bpope@ray-phillips.biz,+1-683-536-4743x1932,Lake Brianburgh,United States Minor Outlying Islands,"Scientist, research (life sciences)",146874,Gold,Active,Bank Transfer,2,1854.93,2024-04-30,2025-02-15
CUST04758,Martin,Davenport,Female,65,wstone@hughes-clark.com,(234)460-0603x3642,Lake Jenniferhaven,Andorra,"Designer, furniture",89804,Silver,Inactive,Bank Transfer,19,12942.65,2026-04-21,2028-05-19
CUST04759,Robert,Morrison,Male,60,virwin@gmail.com,001-154-480-9845x5514,Taylorshire,Guam,Research scientist (medical),120019,Gold,Pending,Cash,78,15376.34,2025-03-30,2027-09-25
CUST04760,Michael,Foley,Female,18,dalton64@yahoo.com,+1-826-516-1553x223,Port Todd,Cuba,Video editor,75037,Gold,Pending,Bank Transfer,25,3231.55,2023-09-05,2025-03-02
CUST04761,Melody,Ball,Female,34,hvillanueva@yahoo.com,517.099.8833x4009,Walshbury,Saint Lucia,"Engineer, maintenance (IT)",135275,Gold,Pending,Mobile Banking,38,2441.4,2024-09-24,2026-11-23
CUST04762,Kevin,Miller,Male,68,casestacy@thomas.com,504-705-7497x594,North Matthew,Cape Verde,Environmental health practitioner,61151,Platinum,Active,Bank Transfer,47,516.17,2021-09-15,2022-04-06
CUST04763,Leslie,Robinson,Male,46,ehall@jones.info,001-733-618-9399,South Claire,Angola,Magazine features editor,99275,Silver,Active,Cash,33,1147.96,2021-11-22,2023-03-17
CUST04764,Maria,Hill,Female,53,brookslaura@hotmail.com,001-016-267-6897,Matthewtown,Canada,"Horticulturist, amenity",40896,Silver,Inactive,Card,96,17761.09,2025-11-08,2027-03-17
CUST04765,Kristina,Vang,Female,68,matthew31@yahoo.com,257-846-6963x4253,Jenkinston,Philippines,Industrial buyer,121058,Platinum,Pending,Bank Transfer,81,650.96,2022-11-21,2023-08-19
CUST04766,James,Delacruz,Male,41,timothy37@moore-cooper.com,676-380-2892,Port Saramouth,Malaysia,Hydrographic surveyor,55412,Gold,Inactive,Cash,20,10411.98,2021-08-05,2023-09-27
CUST04767,Rachel,Ray,Female,28,buckleystephanie@gmail.com,359-794-6217,West William,Ghana,"Engineer, aeronautical",123883,Platinum,Pending,Cash,65,9502.05,2021-08-26,2023-06-10
CUST04768,Tammy,Davies,Female,70,ojefferson@fisher-campbell.com,078.411.4720x252,Owensmouth,Wallis and Futuna,"Designer, graphic",60027,Silver,Pending,Card,83,19877.76,2022-10-14,2022-12-24
CUST04769,Mark,Garcia,Male,65,amandahaynes@ward.net,+1-297-529-7832x2044,Smithview,Taiwan,Financial trader,92192,Silver,Inactive,Cash,40,4088.4,2022-06-13,2024-11-14
CUST04770,Angel,Wong,Male,60,brittanybeck@logan.biz,(329)983-3237x454,Travistown,Zimbabwe,"Conservator, furniture",112523,Gold,Pending,Bank Transfer,43,15907.95,2024-01-18,2024-05-17
CUST04771,Travis,Ellis,Male,31,vphillips@hotmail.com,001-814-051-1003x8623,New Matthewbury,Anguilla,Higher education careers adviser,52515,Gold,Pending,Bank Transfer,64,14459.26,2024-05-08,2026-09-14
CUST04772,Carolyn,Edwards,Female,26,apacheco@chandler.biz,855.189.7491x5461,North Jenniferborough,Wallis and Futuna,Dealer,127484,Gold,Inactive,Bank Transfer,5,261.43,2022-10-29,2025-03-14
CUST04773,Katie,Peterson,Male,46,charleneschroeder@carter.com,554.299.0883,Walkerville,Qatar,Musician,57115,Platinum,Inactive,Bank Transfer,79,5528.17,2022-08-27,2025-01-14
CUST04774,Amanda,Guerrero,Female,42,margaret16@murphy.com,3157674890,Port Kathleenside,Norway,Advertising account planner,40405,Silver,Inactive,Cash,36,16647.01,2024-11-10,2025-10-07
CUST04775,Audrey,Johnson,Male,55,aaron41@cannon-barrett.com,595.469.7886,North Johnside,French Guiana,"Scientist, research (physical sciences)",29677,Platinum,Inactive,Bank Transfer,46,4710.65,2023-02-23,2025-03-29
CUST04776,Sarah,Davis,Male,42,vsimmons@french.com,922-728-7626,North Andrewberg,Mongolia,Medical secretary,38191,Gold,Inactive,Cash,60,10101.52,2025-07-31,2026-12-23
CUST04777,Brooke,Gilbert,Male,46,scott47@gmail.com,+1-611-186-6239x684,Georgeburgh,Cuba,Art therapist,103485,Platinum,Pending,Bank Transfer,20,1931.63,2021-11-28,2024-01-07
CUST04778,Crystal,Walker,Male,29,williebriggs@hotmail.com,+1-794-343-5430x6105,Lake Dennisport,India,Careers information officer,144791,Silver,Pending,Mobile Banking,3,18304.16,2021-09-02,2023-12-26
CUST04779,Melanie,Townsend,Male,27,kennedyjoel@bennett.com,001-175-650-7288x925,Jeanshire,Marshall Islands,Paramedic,138830,Platinum,Active,Bank Transfer,48,13361.56,2025-05-16,2027-07-24
CUST04780,Travis,Jimenez,Male,38,pamela76@lopez-flores.com,+1-169-080-8474x4263,Michelleland,Guam,"Engineer, biomedical",53990,Gold,Active,Cash,95,6511.21,2022-07-18,2025-03-17
CUST04781,Nancy,Jones,Male,58,tracy19@ingram.com,001-541-917-3104x236,West Nicholas,Central African Republic,Barrister's clerk,107148,Silver,Inactive,Mobile Banking,23,3448.15,2025-03-17,2027-09-08
CUST04782,Kevin,Robertson,Female,36,dustin73@gmail.com,001-997-938-7026,East Lee,Belgium,"Engineer, electrical",108022,Gold,Active,Cash,38,5391.88,2022-03-26,2024-06-25
CUST04783,James,Delacruz,Female,68,vroman@gmail.com,209.899.9483x5225,North Christinachester,Mali,Wellsite geologist,131229,Platinum,Inactive,Mobile Banking,2,8726.35,2024-08-12,2025-05-12
CUST04784,Charles,Brown,Male,32,charles65@yahoo.com,(404)722-7483x6361,Lake Amber,Ecuador,"Journalist, newspaper",112145,Platinum,Active,Card,88,1114.74,2025-03-06,2027-09-29
CUST04785,Amanda,Murphy,Male,23,fcummings@hotmail.com,001-931-211-0851x45647,Victorborough,Haiti,Occupational therapist,93781,Platinum,Inactive,Mobile Banking,65,17207.24,2024-03-27,2025-06-06
CUST04786,Sandra,Bauer,Male,41,zkelley@munoz.org,469.676.9766x1896,Patriciahaven,United Kingdom,Mental health nurse,102137,Silver,Inactive,Mobile Banking,89,6555.06,2023-05-18,2025-10-12
CUST04787,Amy,Williams,Female,62,rhonda63@yahoo.com,622.378.7832,East Aliciafurt,Saint Kitts and Nevis,Metallurgist,37998,Silver,Pending,Mobile Banking,28,14921.18,2026-01-06,2026-04-13
CUST04788,Devin,Griffin,Male,67,david69@hensley-parker.net,735.194.9427,Davidland,Bangladesh,"Therapist, speech and language",85289,Silver,Pending,Bank Transfer,28,11796.65,2022-10-20,2025-03-23
CUST04789,Samuel,Schroeder,Female,70,jennifer41@yahoo.com,001-397-197-2572x35729,Lake Paulaport,Saint Helena,Oncologist,26437,Silver,Pending,Cash,21,10934.29,2025-02-04,2025-04-11
CUST04790,Regina,Barron,Female,53,danny94@jarvis-sparks.biz,+1-387-705-6059x5667,Kirkville,French Polynesia,"Engineer, land",39915,Gold,Active,Mobile Banking,75,18860.54,2021-07-03,2023-11-18
CUST04791,Heather,Wright,Female,59,heatherharris@mckenzie.com,001-730-032-5682,Franceshaven,Togo,"Editor, film/video",27256,Silver,Pending,Mobile Banking,41,14372.51,2023-12-18,2024-11-14
CUST04792,Christopher,Smith,Male,22,victor68@gmail.com,(349)242-9401x229,Hernandezland,Malaysia,Magazine features editor,74073,Silver,Pending,Mobile Banking,3,18114.13,2024-09-27,2027-01-07
CUST04793,Larry,Jones,Female,41,danny81@gmail.com,001-381-386-2713,Bradstad,Wallis and Futuna,Film/video editor,82829,Gold,Pending,Mobile Banking,97,19567.49,2021-07-17,2023-02-20
CUST04794,Charles,Wright,Female,47,jbeard@yahoo.com,8202204637,Vickifort,Rwanda,"Programmer, systems",126561,Platinum,Active,Cash,55,2493.74,2026-03-02,2026-10-22
CUST04795,Christopher,Mitchell,Female,50,cgraves@yahoo.com,+1-330-237-1744x80591,South Christopher,Djibouti,Architect,72170,Gold,Active,Bank Transfer,90,9625.21,2022-08-06,2024-12-18
CUST04796,Carol,Dunn,Male,31,juanfoster@hoffman-bowen.biz,886.898.7230,Port Laurieland,Russian Federation,"Designer, interior/spatial",139915,Platinum,Pending,Cash,84,6042.02,2025-04-18,2027-08-14
CUST04797,Amy,Brown,Male,30,victoria03@yahoo.com,(157)944-8615x793,Hernandeztown,Georgia,Pensions consultant,143150,Silver,Active,Card,97,4540.42,2026-03-02,2028-11-14
